30,0.06935668829553072,0.8405,114
30,0.08322802595463868,0.8405,143
0,0.08322802595463868,1.681,148
60,0.013871337659105856,0.8405,22
30,0.013871337659105856,1.681,22
90,0.11097070127284685,0.8405,187
60,0.11097070127284685,1.681,193
120,0.055485350636423424,0.8405,87
90,0.055485350636423424,1.681,92
150,0.06935668829553072,0.8405,114
120,0.06935668829553072,1.681,118
30,0.08452854649105926,0.8405,136
0,0.08452854649105926,1.681,140
60,0.06349724767018056,0.8405,108
30,0.06349724767018056,1.681,111
90,0.06406486617779132,0.8405,106
60,0.06406486617779132,1.681,111
120,0.08444887804703052,0.8405,143
90,0.08444887804703052,1.681,148
150,0.07677756587036787,0.8405,129
120,0.07677756587036787,1.681,132
180,0.08631691333266968,0.8405,144
150,0.08631691333266968,1.681,148
30,0.0782533876491593,0.8405,138
0,0.0782533876491593,1.681,141
60,0.10139648685350092,0.8405,164
30,0.10139648685350092,1.681,170
30,0.08705576282101113,0.8405,151
0,0.08705576282101113,1.681,155
60,0.08265577528260461,0.8405,138
30,0.08265577528260461,1.681,140
30,0.05455008644240587,0.8405,88
0,0.05455008644240587,1.681,90
60,0.0733128314386893,0.8405,119
30,0.0733128314386893,1.681,123
90,0.07886974908015566,0.8405,131
60,0.07886974908015566,1.681,136
30,0.07083264599593132,0.8405,112
0,0.07083264599593132,1.681,118
60,0.07701388645556055,0.8405,130
30,0.07701388645556055,1.681,134
90,0.07181521538436032,0.8405,122
60,0.07181521538436032,1.681,125
30,0.07159310072155498,0.8405,118
0,0.07159310072155498,1.681,121
60,0.06328399921919502,0.8405,103
30,0.06328399921919502,1.681,107
90,0.10141741394688714,0.8405,159
60,0.10141741394688714,1.681,166
30,0.11164613789410234,0.8405,186
0,0.11164613789410234,1.681,192
60,0.10072689854428275,0.8405,174
30,0.10072689854428275,1.681,180
90,0.09053884567549238,0.8405,150
60,0.09053884567549238,1.681,153
30,0.10306987390410682,0.8405,163
0,0.10306987390410682,1.681,168
60,0.0837452265042728,0.8405,133
30,0.0837452265042728,1.681,139
90,0.06407769050778135,0.8405,110
60,0.06407769050778135,1.681,113
30,0.06338808236989711,0.8405,102
0,0.06338808236989711,1.681,103
60,0.06253385801320653,0.8405,96
30,0.06253385801320653,1.681,100
90,0.05507534436568651,0.8405,85
60,0.05507534436568651,1.681,88
30,0.08999174498304265,0.8405,150
0,0.08999174498304265,1.681,155
60,0.06571210584363468,0.8405,115
30,0.06571210584363468,1.681,119
90,0.09674596402942807,0.8405,151
60,0.09674596402942807,1.681,157
30,0.09149360762567217,0.8405,145
0,0.09149360762567217,1.681,152
60,0.09118596735354592,0.8405,144
30,0.09118596735354592,1.681,149
90,0.072302988343834,0.8405,132
60,0.072302988343834,1.681,136
30,0.08580894654389729,0.8405,149
0,0.08580894654389729,1.681,153
60,0.08486262158618735,0.8405,138
30,0.08486262158618735,1.681,143
90,0.0707744195806805,0.8405,133
60,0.0707744195806805,1.681,134
30,0.07539757777876406,0.8405,127
0,0.07539757777876406,1.681,133
60,0.07070674752688595,0.8405,116
30,0.07070674752688595,1.681,120
90,0.08375463675281242,0.8405,141
60,0.08375463675281242,1.681,146
30,0.07743667119785155,0.8405,125
0,0.07743667119785155,1.681,129
60,0.08001251606782589,0.8405,136
30,0.08001251606782589,1.681,139
90,0.07348125690280713,0.8405,133
60,0.07348125690280713,1.681,136
30,0.08821126023634243,0.8405,149
0,0.08821126023634243,1.681,152
60,0.06239213850558884,0.8405,100
30,0.06239213850558884,1.681,102
90,0.07154653589652153,0.8405,108
60,0.07154653589652153,1.681,111
30,0.08194872902368781,0.8405,134
0,0.08194872902368781,1.681,140
60,0.06447934149728021,0.8405,120
30,0.06447934149728021,1.681,123
90,0.07517301448796512,0.8405,119
60,0.07517301448796512,1.681,123
30,0.048834727032746175,0.8405,71
0,0.048834727032746175,1.681,73
60,0.05268262153176381,0.8405,90
30,0.05268262153176381,1.681,93
90,0.08590864082484555,0.8405,131
60,0.08590864082484555,1.681,135
120,0.0797522907305788,0.8405,126
90,0.0797522907305788,1.681,131
150,0.0648476245076514,0.8405,110
120,0.0648476245076514,1.681,114
180,0.0573208153426191,0.8405,95
150,0.0573208153426191,1.681,97
210,0.07978105276630804,0.8405,131
180,0.07978105276630804,1.681,133
240,0.06450682158803696,0.8405,92
210,0.06450682158803696,1.681,96
