,RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime
30067,25200,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-203.0,416.0,STANLEY AV/ELDERT LA,at stop,0.0,,07:07:08
32565,25800,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-207.0,412.0,POSTAL FACILITY RD/IN FRONT OF FACILITY,approaching,67.0,2017-08-01 07:11:43,07:08:00
35232,26400,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-188.0,414.0,LINDEN BL/ELDERT LA,approaching,84.0,2017-08-01 07:23:02,07:20:24
38050,27000,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-229.0,353.0,ASHFORD ST/STANLEY AV,at stop,0.0,,07:29:09
40959,27600,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-241.0,314.0,PENNSYLVANIA AV/LINDEN BL,at stop,0.0,2017-08-01 07:42:29,07:37:58
43978,28200,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-161.0,291.0,PENNSYLVANIA AV/LIBERTY AV,at stop,6.0,2017-08-01 07:52:03,07:51:07
47071,28800,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-122.0,242.0,BROADWAY/CHAUNCEY ST,at stop,18.0,2017-08-01 08:02:33,08:03:18
50140,29400,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-65.0,273.0,DECATUR ST/WYCKOFF AV,at stop,17.0,,08:11:56
53218,30000,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-12.0,273.0,PUTNAM AV/FAIRVIEW AV,approaching,72.0,2017-08-01 08:22:45,08:22:00
56251,30600,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-9.0,291.0,FRESH POND RD/CATALPA AV,< 1 stop away,253.0,2017-08-01 08:33:16,08:33:28
59235,31200,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-66.0,262.0,IRVING AV/COVERT ST,approaching,97.0,2017-08-01 08:42:45,08:42:55
62160,31800,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-119.0,238.0,BROADWAY/ROCKAWAY AV,at stop,9.0,,08:51:10
64972,32400,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-149.0,289.0,PENNSYLVANIA AV/ATLANTIC AV,< 1 stop away,244.0,2017-08-01 09:05:37,09:02:45
67666,33000,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-206.0,300.0,PENNSYLVANIA AV/LIVONIA AV,approaching,145.0,2017-08-01 09:12:09,09:10:10
70228,33600,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-245.0,338.0,WORTMAN AV/VAN SICLEN AV,at stop,12.0,2017-08-01 09:21:48,09:18:31
72703,34200,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-189.0,414.0,ELDERT LA/LORING AV,approaching,152.0,2017-08-01 09:32:24,09:29:33
75077,34800,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-209.0,412.0,POSTAL FACILITY RD/IN FRONT OF FACILITY,approaching,41.0,2017-08-01 09:42:36,09:31:00
77385,35400,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-198.0,382.0,LINDEN BL/LOGAN ST,< 1 stop away,161.0,2017-08-01 09:53:15,09:52:25
79607,36000,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-252.0,326.0,WORTMAN AV/VERMONT ST,at stop,2.0,,10:03:04
81777,36600,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-209.0,300.0,PENNSYLVANIA AV/LIVONIA AV,at stop,25.0,2017-08-01 10:12:39,10:11:03
83865,37200,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-146.0,289.0,JAMAICA AV/FANCHON PL,< 1 stop away,169.0,2017-08-01 10:23:28,10:21:49
85925,37800,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-124.0,245.0,BROADWAY/CHAUNCEY ST,approaching,121.0,2017-08-01 10:33:09,10:29:33
87971,38400,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-50.0,284.0,DECATUR ST/SENECA AV,at stop,0.0,,10:41:38
89976,39000,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-11.0,292.0,FRESH POND RD/68 AV,at stop,17.0,2017-08-01 10:52:41,10:48:07
91963,39600,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-10.0,291.0,67 AV/FRESH POND RD,at stop,4.0,2017-08-01 11:02:42,11:01:00
93953,40200,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-69.0,262.0,IRVING AV/COVERT ST,at stop,3.0,,11:10:06
95936,40800,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-125.0,246.0,BROADWAY/GRANITE ST,approaching,83.0,2017-08-01 11:22:58,11:18:43
97937,41400,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-149.0,288.0,FULTON ST/PENNSYLVANIA AV,at stop,5.0,2017-08-01 11:32:00,11:26:12
99911,42000,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-211.0,301.0,PENNSYLVANIA AV/LIVONIA AV,approaching,31.0,2017-08-01 11:42:24,11:35:10
101879,42600,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-231.0,355.0,ASHFORD ST/STANLEY AV,approaching,135.0,2017-08-01 11:52:53,11:47:14
103885,43200,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-189.0,407.0,ELDERT LA/LINDEN BL,< 1 stop away,183.0,,11:54:00
105892,43800,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739000000004,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6565,-209.0,412.0,POSTAL FACILITY RD/IN FRONT OF FACILITY,approaching,41.0,2017-08-01 12:12:28,11:56:00
107922,44400,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-221.0,349.0,ASHFORD ST/LINDEN BL,at stop,10.0,,12:24:00
109943,45000,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-241.0,314.0,PENNSYLVANIA AV/LINDEN BL,at stop,5.0,2017-08-01 12:33:01,12:33:12
111964,45600,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-182.0,295.0,PENNSYLVANIA AV/BELMONT AV,approaching,55.0,2017-08-01 12:42:27,12:42:01
114017,46200,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-146.0,268.0,VAN SINDEREN AV/BROADWAY,approaching,123.0,2017-08-01 12:53:06,12:52:00
116057,46800,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-73.0,265.0,DECATUR ST/IRVING AV,approaching,63.0,2017-08-01 13:02:52,13:05:05
118131,47400,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-20.0,295.0,FRESH POND RD/CATALPA AV,approaching,83.0,2017-08-01 13:12:21,13:14:15
120224,48000,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-12.0,272.0,PUTNAM AV/FAIRVIEW AV,approaching,57.0,2017-08-01 13:23:16,13:18:00
122345,48600,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865000000005,-73.90214499999999,NYCT_6565,-12.0,272.0,PUTNAM AV/FAIRVIEW AV,approaching,57.0,2017-08-01 13:32:54,13:18:00
