,RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime
30248,25200,0,Q44-SBS,MERRICK BL/ARCHER AV,40.704906,-73.793304,SELECT BUS BRONX ZOO via MAIN ST,40.842457,-73.877121,NYCT_6029,592.0,484.0,CROSS BX SVC RD/HAVILAND AV,< 1 stop away,593.0,2017-08-01 07:04:28,07:04:36
32763,25800,0,Q44-SBS,MERRICK BL/ARCHER AV,40.704906,-73.793304,SELECT BUS BRONX ZOO via MAIN ST,40.842457,-73.877121,NYCT_6029,621.0,408.0,CROSS BX SVC RD/TAYLOR AV,< 1 stop away,185.0,2017-08-01 07:12:38,07:08:49
35445,26400,0,Q44-SBS,MERRICK BL/ARCHER AV,40.704906,-73.793304,SELECT BUS BRONX ZOO via MAIN ST,40.842457,-73.877121,NYCT_6029,654.0,365.0,E 180 ST/DEVOE AV,< 1 stop away,154.0,2017-08-01 07:23:06,07:13:00
38262,27000,0,Q44-SBS,MERRICK BL/ARCHER AV,40.704906,-73.793304,SELECT BUS BRONX ZOO via MAIN ST,40.842457,-73.877121,NYCT_6029,658.0,363.0,E 180 ST/DEVOE AV,at stop,18.0,2017-08-01 07:32:28,07:13:00
41180,27600,1,Q44-SBS,BOSTON RD/E 180 ST,40.84256,-73.878334,SELECT BUS JAMAICA via MAIN ST,40.704933000000004,-73.79332,NYCT_6029,638.0,364.0,e177 st/bx rvr py,< 1 stop away,262.0,2017-08-01 07:42:42,07:39:33
44211,28200,1,Q44-SBS,BOSTON RD/E 180 ST,40.84256,-73.878334,SELECT BUS JAMAICA via MAIN ST,40.704933000000004,-73.79332,NYCT_6029,601.0,451.0,CROSS BX SVC RD/CASTLE HILL AV,< 1 stop away,164.0,2017-08-01 07:52:25,07:47:03
47312,28800,1,Q44-SBS,BOSTON RD/E 180 ST,40.84256,-73.878334,SELECT BUS JAMAICA via MAIN ST,40.704933000000004,-73.79332,NYCT_6029,491.0,520.0,PARSONS BL/14 AV,1.8 miles away,2816.0,2017-08-01 08:08:11,08:08:00
50382,29400,1,Q44-SBS,BOSTON RD/E 180 ST,40.84256,-73.878334,SELECT BUS JAMAICA via MAIN ST,40.704933000000004,-73.79332,NYCT_6029,338.0,554.0,UNION ST/26 AV,< 1 stop away,369.0,2017-08-01 08:13:04,08:14:48
53454,30000,1,Q44-SBS,BOSTON RD/E 180 ST,40.84256,-73.878334,SELECT BUS JAMAICA via MAIN ST,40.704933000000004,-73.79332,NYCT_6029,261.0,530.0,MAIN ST/39 AV,approaching,84.0,2017-08-01 08:23:27,08:23:00
56479,30600,1,Q44-SBS,BOSTON RD/E 180 ST,40.84256,-73.878334,SELECT BUS JAMAICA via MAIN ST,40.704933000000004,-73.79332,NYCT_6029,172.0,549.0,MAIN ST/HORACE HARDING EY N,at stop,8.0,2017-08-01 08:31:55,08:33:56
