,RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime
36783,25200,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-350.0,234.0,FLATLANDS AV/RALPH AV,< 1 stop away,656.0,,07:37:17
36783,25800,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-350.0,234.0,FLATLANDS AV/RALPH AV,< 1 stop away,656.0,,07:37:17
36783,26400,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-350.0,234.0,FLATLANDS AV/RALPH AV,< 1 stop away,656.0,,07:37:17
36783,27000,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-350.0,234.0,FLATLANDS AV/RALPH AV,< 1 stop away,656.0,,07:37:17
39647,27600,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-424.0,131.0,KINGS HY/NOSTRAND AV,< 1 stop away,623.0,,07:51:29
42641,28200,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,25 AV CROPSEY AV,40.593719,-73.994667,NYCT_4840,-478.0,76.0,KINGS HY/E 16 ST,< 1 stop away,183.0,,07:51:46
42642,28200,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,25 AV CROPSEY AV,40.593719,-73.994667,NYCT_4840,-478.0,76.0,KINGS HY/E 16 ST,< 1 stop away,183.0,,07:52:37
45688,28800,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-504.0,4.0,KINGS HWY/W 7 ST,< 1 stop away,413.0,,08:07:41
48774,29400,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-543.0,-77.0,CROPSEY AV/BAY 38 ST,< 1 stop away,533.0,2017-08-01 08:14:20,08:20:00
51856,30000,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-639.0,-21.0,MERMAID AV/STILLWELL AV,approaching,95.0,2017-08-01 08:22:45,08:28:00
54896,30600,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRNG CRK TWR via KNGS HWY via FLTLND AV,40.642990000000005,-73.878326,NYCT_4840,-638.0,-16.0,STILLWELL TERMINAL BUS LOOP,at stop,0.0,,08:43:00
57882,31200,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRNG CRK TWR via KNGS HWY via FLTLND AV,40.642990000000005,-73.878326,NYCT_4840,-638.0,-16.0,STILLWELL TERMINAL BUS LOOP,at stop,0.0,,08:43:00
60836,31800,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRNG CRK TWR via KNGS HWY via FLTLND AV,40.642990000000005,-73.878326,NYCT_4840,-594.0,-41.0,CROPSEY AV/BAY 46 ST,< 1 stop away,271.0,2017-08-01 08:52:30,08:49:21
63698,32400,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRNG CRK TWR via KNGS HWY via FLTLND AV,40.642990000000005,-73.878326,NYCT_4840,-517.0,-62.0,BAY PY/86 ST,approaching,73.0,2017-08-01 09:02:37,08:57:18
66469,33000,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRNG CRK TWR via KNGS HWY via FLTLND AV,40.642990000000005,-73.878326,NYCT_4840,-504.0,27.0,KINGS HY/CONEY ISLAND AV,< 1 stop away,749.0,2017-08-01 09:15:08,09:09:41
69082,33600,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRNG CRK TWR via KNGS HWY via FLTLND AV,40.642990000000005,-73.878326,NYCT_4840,-432.0,127.0,KINGS HY/E 37 ST,< 1 stop away,356.0,2017-08-01 09:23:10,09:19:53
71594,34200,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRNG CRK TWR via KNGS HWY via FLTLND AV,40.642990000000005,-73.878326,NYCT_4840,-363.0,219.0,FLATLANDS AV/E 80 ST,< 1 stop away,398.0,2017-08-01 09:33:07,09:31:45
73998,34800,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRNG CRK TWR via KNGS HWY via FLTLND AV,40.642990000000005,-73.878326,NYCT_4840,-294.0,299.0,FLATLANDS AV/E 105 ST,approaching,32.0,2017-08-01 09:42:36,09:41:57
97044,41400,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-315.0,359.0,PENNSYLVANIA AV/HORNELL LOOP,< 1 stop away,256.0,,11:46:49
100984,42600,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-274.0,319.0,FLATLANDS AV/LOUISIANA AV,approaching,148.0,,11:54:37
102958,43200,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-305.0,271.0,ROCKAWAY STATION/ROCKAWAY STATION,< 1 stop away,191.0,,12:04:00
104980,43800,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-353.0,231.0,FLATLANDS AV/RALPH AV,< 1 stop away,563.0,,12:14:06
106992,44400,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-429.0,128.0,KINGS HY/NOSTRAND AV,< 1 stop away,493.0,,12:28:01
109010,45000,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-482.0,70.0,KINGS HY/E 16 ST,at stop,25.0,,12:34:36
111036,45600,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-500.0,-17.0,KINGS HY/BAY PY,< 1 stop away,629.0,,12:47:08
113068,46200,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-552.0,-68.0,CROPSEY AV/BAY 38 ST,< 1 stop away,243.0,2017-08-01 12:53:23,12:56:00
115127,46800,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-622.0,-32.0,W 17 ST/NEPTUNE AV,< 1 stop away,189.0,2017-08-01 13:03:35,13:03:41
117186,47400,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-639.0,-19.0,MERMAID AV/STILLWELL AV,approaching,49.0,2017-08-01 13:12:04,13:06:00
119264,48000,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CONEY ISLAND via FLATLANDS via KINGS HWY,40.576972999999995,-73.9814,NYCT_4840,-639.0,-19.0,MERMAID AV/STILLWELL AV,approaching,49.0,2017-08-01 13:22:53,13:06:00
121392,48600,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.642990000000005,-73.878326,NYCT_4840,-638.0,-16.0,STILLWELL TERMINAL BUS LOOP,at stop,0.0,,13:32:00
123494,49200,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.642990000000005,-73.878326,NYCT_4840,-558.0,-62.0,HARWAY AV/BAY 37 ST,at stop,15.0,2017-08-01 13:42:54,13:42:00
125600,49800,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.642990000000005,-73.878326,NYCT_4840,-500.0,-18.0,KINGS HY/W 9 ST,at stop,13.0,2017-08-01 13:52:55,13:54:26
127770,50400,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.642990000000005,-73.878326,NYCT_4840,-490.0,55.0,KINGS HY/CONEY ISLAND AV,at stop,20.0,2017-08-01 14:02:55,14:06:00
129950,51000,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.642990000000005,-73.878326,NYCT_4840,-464.0,99.0,KINGS HY/BEDFORD AV,at stop,13.0,,14:16:23
132161,51600,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.642990000000005,-73.878326,NYCT_4840,-418.0,144.0,FLATLANDS AV/FLATBUSH AV,< 1 stop away,254.0,2017-08-01 14:23:45,14:25:21
134404,52200,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.642990000000005,-73.878326,NYCT_4840,-371.0,210.0,FLATLANDS AV/RALPH AV,approaching,120.0,2017-08-01 14:33:50,14:35:00
136671,52800,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.642990000000005,-73.878326,NYCT_4840,-319.0,270.0,E 96 ST/FLATLANDS AV,approaching,136.0,2017-08-01 14:42:35,14:46:00
138979,53400,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.98129300000001,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.642990000000005,-73.878326,NYCT_4840,-270.0,329.0,PENNSYLVANIA AV/FLATLANDS AV,at stop,15.0,2017-08-01 14:53:00,14:55:31
