,RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime
28223,25200,0,M20,STATE ST/WHITEHALL ST,40.702419,-74.013046,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982361,NYCT_5242,-20.0,-136.0,STATE ST/BRIDGE ST,approaching,64.0,,07:01:10
28224,25200,0,M20,STATE ST/WHITEHALL ST,40.702419,-74.013046,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982361,NYCT_5242,-20.0,-136.0,STATE ST/BRIDGE ST,approaching,64.0,,07:00:58
30634,25800,0,M20,STATE ST/WHITEHALL ST,40.702419,-74.013046,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982361,NYCT_5242,36.0,-133.0,MURRAY ST/NORTH END AV,< 1 stop away,173.0,,07:10:28
30635,25800,0,M20,STATE ST/WHITEHALL ST,40.702419,-74.013046,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982361,NYCT_5242,36.0,-133.0,MURRAY ST/NORTH END AV,< 1 stop away,173.0,,07:08:50
30636,25800,0,M20,STATE ST/WHITEHALL ST,40.702419,-74.013046,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982361,NYCT_5242,36.0,-133.0,MURRAY ST/NORTH END AV,< 1 stop away,173.0,,07:06:17
38720,27600,0,M20,STATE ST/WHITEHALL ST,40.702419,-74.013046,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982361,NYCT_5242,243.0,-46.0,8 AV/W 43 ST,approaching,65.0,,07:49:14
38721,27600,0,M20,STATE ST/WHITEHALL ST,40.702419,-74.013046,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982361,NYCT_5242,243.0,-46.0,8 AV/W 43 ST,approaching,65.0,,07:37:14
38722,27600,0,M20,STATE ST/WHITEHALL ST,40.702419,-74.013046,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982361,NYCT_5242,243.0,-46.0,8 AV/W 43 ST,approaching,65.0,,07:29:34
41670,28200,0,M20,STATE ST/WHITEHALL ST,40.702419,-74.013046,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982361,NYCT_5242,313.0,-9.0,W 66 ST/CENTRAL PK W,approaching,127.0,,08:01:00
41671,28200,0,M20,STATE ST/WHITEHALL ST,40.702419,-74.013046,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982361,NYCT_5242,313.0,-9.0,W 66 ST/CENTRAL PK W,approaching,127.0,,07:49:00
