,RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime
31336,25800,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,KINGS PLAZA via FLATBSH,40.609211,-73.921516,NYCT_5039,-483.0,202.0,Flatbush Av/Av U,approaching,39.0,2017-08-01 07:11:41,07:18:00
33937,26400,0,B41,FLATBUSH AV/KINGS PLAZA,40.609253,-73.921539,DNTWN BKLYN CADMAN PLZ via FLATBSH,40.695408,-73.99078399999999,NYCT_5039,-417.0,147.0,FLATBUSH AV/AV K,< 1 stop away,448.0,2017-08-01 07:24:31,07:24:28
36698,27000,0,B41,FLATBUSH AV/KINGS PLAZA,40.609253,-73.921539,DNTWN BKLYN CADMAN PLZ via FLATBSH,40.695408,-73.99078399999999,NYCT_5039,-359.0,101.0,FLATBUSH AV/E 29 ST,at stop,8.0,,07:31:18
39556,27600,0,B41,FLATBUSH AV/KINGS PLAZA,40.609253,-73.921539,DNTWN BKLYN CADMAN PLZ via FLATBSH,40.695408,-73.99078399999999,NYCT_5039,-275.0,65.0,FLATBUSH AV/CATON AV,< 1 stop away,211.0,2017-08-01 07:43:35,07:45:33
42545,28200,0,B41,FLATBUSH AV/KINGS PLAZA,40.609253,-73.921539,DNTWN BKLYN CADMAN PLZ via FLATBSH,40.695408,-73.99078399999999,NYCT_5039,-177.0,31.0,FLATBUSH AV/GRAND ARMY PLZ,approaching,139.0,2017-08-01 07:52:27,07:58:56
45596,28800,0,B41,FLATBUSH AV/KINGS PLAZA,40.609253,-73.921539,DNTWN BKLYN CADMAN PLZ via FLATBSH,40.695408,-73.99078399999999,NYCT_5039,-122.0,1.0,FLATBUSH AV/PACIFIC ST,approaching,55.0,2017-08-01 08:02:31,08:06:51
48685,29400,0,B41,FLATBUSH AV/KINGS PLAZA,40.609253,-73.921539,DNTWN BKLYN CADMAN PLZ via FLATBSH,40.695408,-73.99078399999999,NYCT_5039,-98.0,-15.0,LIVINGSTON ST/NEVINS ST,approaching,43.0,2017-08-01 08:12:06,08:11:49
51761,30000,0,B41,FLATBUSH AV/KINGS PLAZA,40.609253,-73.921539,DNTWN BKLYN CADMAN PLZ via FLATBSH,40.695408,-73.99078399999999,NYCT_5039,-64.0,-50.0,TILLARY ST/CADMAN PZ W,approaching,83.0,2017-08-01 08:22:49,08:23:00
54801,30600,0,B41,FLATBUSH AV/KINGS PLAZA,40.609253,-73.921539,DNTWN BKLYN CADMAN PLZ via FLATBSH,40.695408,-73.99078399999999,NYCT_5039,-60.0,-51.0,TILLARY ST/CADMAN PZ W,at stop,6.0,2017-08-01 08:31:51,08:23:00
57790,31200,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-87.0,-35.0,LIVINGSTON ST/HOYT ST,approaching,85.0,2017-08-01 08:42:52,08:39:45
60749,31800,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-135.0,8.0,FLATBUSH AV/ST MARKS AV,approaching,61.0,2017-08-01 08:52:19,08:47:34
63612,32400,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-256.0,62.0,FLATBUSH AV/PARKSIDE AV,at stop,6.0,2017-08-01 09:02:34,09:01:37
66390,33000,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-290.0,68.0,FLATBUSH AV/ALBEMARLE RD,approaching,126.0,2017-08-01 09:12:07,09:06:37
69005,33600,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-335.0,82.0,FLATBUSH AV/FOSTER AV,approaching,118.0,2017-08-01 09:22:11,09:12:56
71520,34200,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-391.0,126.0,FLATBUSH AV/AV K,< 1 stop away,384.0,2017-08-01 09:32:58,09:22:50
73929,34800,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-432.0,203.0,AV N/E 56 ST,at stop,17.0,2017-08-01 09:42:36,09:31:57
76268,35400,0,B41,E 70 ST/VETERANS AV,40.619934,-73.90870699999999,LTD DNTWN BKLYN CADMAN PLZ via FLATBUSH,40.695408,-73.99078399999999,NYCT_5039,-429.0,247.0,VETERANS AV/AV T,< 1 stop away,184.0,2017-08-01 09:52:47,09:49:00
78536,36000,0,B41,E 70 ST/VETERANS AV,40.619934,-73.90870699999999,LTD DNTWN BKLYN CADMAN PLZ via FLATBUSH,40.695408,-73.99078399999999,NYCT_5039,-434.0,172.0,AV N/E 46 ST,approaching,145.0,2017-08-01 10:02:39,09:57:48
80728,36600,0,B41,E 70 ST/VETERANS AV,40.619934,-73.90870699999999,LTD DNTWN BKLYN CADMAN PLZ via FLATBUSH,40.695408,-73.99078399999999,NYCT_5039,-358.0,100.0,FLATBUSH AV/FOSTER AV,< 1 stop away,609.0,2017-08-01 10:15:17,10:11:01
82853,37200,0,B41,E 70 ST/VETERANS AV,40.619934,-73.90870699999999,LTD DNTWN BKLYN CADMAN PLZ via FLATBUSH,40.695408,-73.99078399999999,NYCT_5039,-278.0,65.0,FLATBUSH AV/CHURCH AV,at stop,7.0,2017-08-01 10:21:57,10:18:00
84929,37800,0,B41,E 70 ST/VETERANS AV,40.619934,-73.90870699999999,LTD DNTWN BKLYN CADMAN PLZ via FLATBUSH,40.695408,-73.99078399999999,NYCT_5039,-172.0,28.0,FLATBUSH AV/GRAND ARMY PLZ,at stop,16.0,2017-08-01 10:32:40,10:31:04
86992,38400,0,B41,E 70 ST/VETERANS AV,40.619934,-73.90870699999999,LTD DNTWN BKLYN CADMAN PLZ via FLATBUSH,40.695408,-73.99078399999999,NYCT_5039,-115.0,-3.0,FLATBUSH AV/ATLANTIC AV,approaching,69.0,2017-08-01 10:42:36,10:39:00
89014,39000,0,B41,FLATBUSH AV/KINGS PLAZA,40.609253,-73.921539,LTD DNTWN BKLYN CADMAN PLZ via FLATBUSH,40.695408,-73.99078399999999,NYCT_5039,-84.0,-40.0,JORALEMON ST/COURT ST,< 1 stop away,413.0,,11:00:14
91023,39600,0,B41,E 70 ST/VETERANS AV,40.619934,-73.90870699999999,LTD DNTWN BKLYN CADMAN PLZ via FLATBUSH,40.695408,-73.99078399999999,NYCT_5039,-63.0,-50.0,TILLARY ST/CADMAN PZ W,approaching,59.0,2017-08-01 11:02:45,10:54:00
92991,40200,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-57.0,-45.0,ADAMS ST/BKLYN SUPREME CRT,< 1 stop away,405.0,,11:10:54
94990,40800,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-103.0,-9.0,FLATBUSH AV/ATLANTIC AV,< 1 stop away,301.0,2017-08-01 11:24:20,11:22:00
96988,41400,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-161.0,22.0,GRAND ARMY PLZ/FLATBUSH AV,approaching,65.0,2017-08-01 11:32:00,11:27:31
98968,42000,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-249.0,61.0,FLATBUSH AV/PARKSIDE AV,< 1 stop away,154.0,2017-08-01 11:42:57,11:40:21
100930,42600,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-308.0,68.0,FLATBUSH AV/BEVERLY RD,at stop,28.0,,11:49:06
102904,43200,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-359.0,101.0,FLATBUSH AV/NOSTRAND AV,< 1 stop away,306.0,2017-08-01 12:05:44,12:01:00
104924,43800,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-425.0,153.0,FLATBUSH AV/AV P,< 1 stop away,269.0,2017-08-01 12:13:40,12:10:00
106936,44400,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,-428.0,249.0,VETERANS AV/E 71 ST,at stop,3.0,2017-08-01 12:22:48,12:20:00
108954,45000,0,B41,E 70 ST/VETERANS AV,40.619934,-73.90870699999999,DNTWN BKLYN CADMAN PLZ via FLATBSH,40.695408,-73.99078399999999,NYCT_5039,-430.0,222.0,VETERANS AV/RALPH AV,approaching,129.0,2017-08-01 12:33:23,12:33:40
