,RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime
28331,25200,0,Q16,39 AV/UNION ST,40.760906,-73.827316,FT TOTTEN via F LEWIS,40.791351,-73.780952,NYCT_4207,406.0,709.0,TOTTEN AV /CROSS ISLAND PKY,approaching,93.0,2017-08-01 07:03:52,07:11:00
30750,25800,1,Q16,TOTTEN AV/CROSS ISLAND PY,40.791431,-73.781059,FLUSHING MAIN ST STATION via UTOPIA,40.760902,-73.827362,NYCT_4207,372.0,661.0,UTOPIA PY/16 AV,at stop,9.0,2017-08-01 07:11:41,07:10:54
33294,26400,1,Q16,TOTTEN AV/CROSS ISLAND PY,40.791431,-73.781059,FLUSHING MAIN ST STATION via UTOPIA,40.760902,-73.827362,NYCT_4207,310.0,632.0,29 AV/161 ST,approaching,101.0,2017-08-01 07:22:33,07:20:15
36031,27000,1,Q16,TOTTEN AV/CROSS ISLAND PY,40.791431,-73.781059,FLUSHING MAIN ST STATION via UTOPIA,40.760902,-73.827362,NYCT_4207,294.0,544.0,UNION ST/33 AV,approaching,32.0,2017-08-01 07:32:28,07:28:23
38856,27600,1,Q16,TOTTEN AV/CROSS ISLAND PY,40.791431,-73.781059,FLUSHING MAIN ST STATION via UTOPIA,40.760902,-73.827362,NYCT_4207,260.0,542.0,39 AV/UNION ST,at stop,3.0,2017-08-01 07:42:29,07:33:00
41814,28200,0,Q16,39 AV/UNION ST,40.760906,-73.827316,FT TOTTEN via F LEWIS,40.791351,-73.780952,NYCT_4207,311.0,578.0,BAYSIDE AV/150 ST,< 1 stop away,175.0,2017-08-01 07:52:32,07:50:12
44867,28800,0,Q16,39 AV/UNION ST,40.760906,-73.827316,FT TOTTEN via F LEWIS,40.791351,-73.780952,NYCT_4207,346.0,637.0,FRANCIS LEWIS BL/WILLETS PT BL,< 1 stop away,187.0,2017-08-01 08:02:31,08:00:00
47942,29400,0,Q16,39 AV/UNION ST,40.760906,-73.827316,FT TOTTEN via F LEWIS,40.791351,-73.780952,NYCT_4207,396.0,704.0,TOTTEN AV /CROSS ISLAND PKY,< 1 stop away,388.0,2017-08-01 08:20:19,08:08:00
51012,30000,1,Q16,TOTTEN AV/CROSS ISLAND PY,40.791431,-73.781059,FLUSHING MAIN ST STATN via FRANCIS LEWIS,40.760902,-73.827362,NYCT_4207,357.0,635.0,FRANCIS LEWIS BL/WILLETS PT BL,approaching,136.0,2017-08-01 08:22:52,08:22:00
54051,30600,1,Q16,TOTTEN AV/CROSS ISLAND PY,40.791431,-73.781059,FLUSHING MAIN ST STATN via FRANCIS LEWIS,40.760902,-73.827362,NYCT_4207,310.0,635.0,29 AV / 163 ST,at stop,4.0,2017-08-01 08:31:51,08:29:41
