Ep,Step,Reward,Total_reward,Action_1,Action_2,Epsilon,Done,Termination_Code
1.0,1.0,0.2635882710453127,0.2635882710453127,0.0,7.0,1.0,0.0
1.0,2.0,0.32952657770128035,0.593114848746593,7.0,8.0,1.0,0.0
1.0,3.0,0.26361560228323766,0.8567304510298307,1.0,3.0,1.0,0.0
1.0,4.0,0.2200375459713192,1.07676799700115,0.0,7.0,1.0,0.0
1.0,5.0,0.31570907472835713,1.392477071729507,4.0,8.0,1.0,0.0
1.0,6.0,0.2635094466097371,1.655986518339244,1.0,8.0,1.0,0.0
1.0,7.0,0.2760016696220817,1.9319881879613259,8.0,8.0,1.0,0.0
1.0,8.0,0.21042753121897245,2.142415719180298,2.0,4.0,1.0,0.0
1.0,9.0,0.2648192414551027,2.407234960635401,0.0,7.0,1.0,0.0
1.0,10.0,0.24596727160748316,2.6532022322428843,5.0,8.0,1.0,0.0
1.0,11.0,0.27934772405821096,2.932549956301095,4.0,3.0,1.0,0.0
1.0,12.0,0.3218312400882579,3.254381196389353,2.0,4.0,1.0,0.0
1.0,13.0,0.2472467750030154,3.5016279713923684,8.0,5.0,1.0,0.0
1.0,14.0,0.37242605242065985,3.8740540238130285,8.0,9.0,1.0,0.0
1.0,15.0,0.28383980984630836,4.157893833659337,3.0,1.0,1.0,0.0
1.0,16.0,0.22712759350784267,4.385021427167179,8.0,9.0,1.0,0.0
1.0,17.0,0.3113284634382144,4.6963498906053935,3.0,3.0,1.0,0.0
1.0,18.0,0.2617495984815388,4.958099489086933,5.0,6.0,1.0,0.0
1.0,19.0,0.2051518329983882,5.163251322085321,6.0,1.0,1.0,0.0
1.0,20.0,0.29038034021902215,5.453631662304343,6.0,4.0,1.0,0.0
1.0,21.0,0.3381625735039693,5.791794235808312,4.0,9.0,1.0,0.0
1.0,22.0,0.2504766619787689,6.042270897787081,9.0,8.0,1.0,0.0
1.0,23.0,0.2539830051797947,6.296253902966876,4.0,0.0,1.0,0.0
1.0,24.0,0.2742163661542224,6.570470269121098,8.0,7.0,1.0,0.0
1.0,25.0,0.32444764166739914,6.894917910788497,4.0,0.0,1.0,0.0
1.0,26.0,0.2801850477687974,7.175102958557295,3.0,5.0,1.0,0.0
1.0,27.0,0.1929788518431472,7.368081810400441,3.0,1.0,1.0,0.0
1.0,28.0,0.29904534693673995,7.667127157337182,6.0,3.0,1.0,0.0
1.0,29.0,0.27936166111910105,7.946488818456283,0.0,0.0,1.0,0.0
1.0,30.0,0.20477914144582532,8.151267959902109,2.0,0.0,1.0,0.0
1.0,31.0,0.2694841235805325,8.42075208348264,1.0,4.0,1.0,0.0
1.0,32.0,0.24430950346524608,8.665061586947887,3.0,1.0,1.0,0.0
1.0,33.0,0.20056272121281637,8.865624308160703,5.0,1.0,1.0,0.0
1.0,34.0,0.34784532156103715,9.21346962972174,2.0,8.0,1.0,0.0
1.0,35.0,0.3656243867858471,9.579094016507588,0.0,6.0,1.0,0.0
1.0,36.0,0.2712576890497348,9.850351705557323,8.0,7.0,1.0,0.0
1.0,37.0,0.24761143153755677,10.097963137094878,4.0,7.0,1.0,0.0
1.0,38.0,0.29932385785624066,10.39728699495112,0.0,7.0,1.0,0.0
1.0,39.0,0.20871622251936453,10.606003217470484,4.0,2.0,1.0,0.0
1.0,40.0,0.21791943737058544,10.82392265484107,2.0,0.0,1.0,0.0
1.0,41.0,0.29990837747487376,11.123831032315943,6.0,2.0,1.0,0.0
1.0,42.0,0.26448307930855175,11.388314111624494,3.0,5.0,1.0,0.0
1.0,43.0,0.3404395262159387,11.728753637840432,8.0,9.0,1.0,0.0
1.0,44.0,0.3073901056318534,12.036143743472286,5.0,5.0,1.0,0.0
1.0,45.0,0.2823431705279097,12.318486914000196,0.0,4.0,1.0,0.0
1.0,46.0,0.16247949640664403,12.48096641040684,6.0,3.0,1.0,0.0
1.0,47.0,0.25385067062312494,12.734817081029963,7.0,7.0,1.0,0.0
1.0,48.0,0.2836972198818055,13.01851430091177,1.0,3.0,1.0,0.0
1.0,49.0,0.256920930422851,13.27543523133462,7.0,4.0,1.0,0.0
1.0,50.0,0.2653226817422616,13.540757913076883,1.0,2.0,1.0,0.0
