Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1.0,1.0,-0.318901693078764,-0.318901693078764,1.0,1.0,0.0
1.0,2.0,-0.6691154298727154,-0.9880171229514794,0.0,1.0,0.0
1.0,3.0,-0.9637884125696226,-1.951805535521102,5.0,1.0,0.0
1.0,4.0,-1.2894055355211023,-3.241211071042204,8.0,1.0,0.0
1.0,5.0,-1.691715886157528,-4.932926957199732,3.0,1.0,0.0
1.0,6.0,-2.037915886157528,-6.970842843357261,3.0,1.0,0.0
1.0,7.0,-2.340922202187769,-9.31176504554503,8.0,1.0,0.0
1.0,8.0,-2.7082192723150564,-12.019984317860086,7.0,1.0,0.0
1.0,9.0,-3.0988075528241947,-15.11879187068428,3.0,1.0,0.0
1.0,10.0,-3.4191121757756706,-18.53790404645995,6.0,1.0,0.0
1.0,11.0,-3.824082096539382,-22.36198614299933,0.0,1.0,0.0
1.0,12.0,-4.085408465393818,-26.44739460839315,9.0,1.0,0.0
1.0,13.0,-4.507308789618145,-30.954703398011297,2.0,1.0,0.0
1.0,14.0,-4.799009702187769,-35.753713100199064,8.0,1.0,0.0
1.0,15.0,-5.202049219490861,-40.955762319689924,3.0,1.0,0.0
1.0,16.0,-5.564505859745431,-46.520268179435355,1.0,1.0,0.0
1.0,17.0,-5.898150456284812,-52.418418635720165,2.0,1.0,0.0
1.0,18.0,-6.232211719490861,-58.65063035521103,3.0,1.0,0.0
1.0,19.0,-6.570752149363575,-65.2213825045746,4.0,1.0,0.0
1.0,20.0,-6.894454920459014,-72.11583742503362,7.0,1.0,0.0
1.0,21.0,-7.275643075286883,-79.3914805003205,4.0,1.0,0.0
1.0,22.0,-7.580882817240432,-86.97236331756093,9.0,1.0,0.0
1.0,23.0,-8.018094781724043,-94.99045809928498,0.0,1.0,0.0
1.0,24.0,-8.279110317240432,-103.26956841652542,9.0,1.0,0.0
1.0,25.0,-8.648082202183055,-111.91765061870848,8.0,1.0,0.0
1.0,26.0,-9.057438511838795,-120.97508913054727,2.0,1.0,0.0
1.0,27.0,-9.384075575286882,-130.35916470583416,4.0,1.0,0.0
1.0,28.0,-9.757763730114753,-140.11692843594892,1.0,1.0,0.0
1.0,29.0,-10.047780753792349,-150.16470918974127,7.0,1.0,0.0
1.0,30.0,-10.428968908620217,-160.5936780983615,4.0,1.0,0.0
1.0,31.0,-10.776155575286882,-171.36983367364837,4.0,1.0,0.0
1.0,32.0,-11.097882420459015,-182.4677160941074,7.0,1.0,0.0
1.0,33.0,-11.436290317240433,-193.90400641134784,9.0,1.0,0.0
1.0,34.0,-11.874127281724045,-205.77813369307188,0.0,1.0,0.0
1.0,35.0,-12.160706805401635,-217.93884049847352,6.0,1.0,0.0
1.0,36.0,-12.488058650573766,-230.4268991490473,9.0,1.0,0.0
1.0,37.0,-12.884365357010925,-243.31126450605822,5.0,1.0,0.0
1.0,38.0,-13.269317896781422,-256.58058240283964,1.0,1.0,0.0
1.0,39.0,-13.600761011838795,-270.18134341467845,2.0,1.0,0.0
1.0,40.0,-13.927021578909756,-284.1083649935882,3.0,1.0,0.0
1.0,41.0,-14.221696677546948,-298.3300616711352,8.0,1.0,0.0
1.0,42.0,-14.61171093197053,-312.94177260310573,4.0,1.0,0.0
1.0,43.0,-14.908156863941057,-327.84992946704676,9.0,1.0,0.0
1.0,44.0,-15.27291917754695,-343.1228486445937,8.0,1.0,0.0
1.0,45.0,-15.663662598637195,-358.7865112432309,4.0,1.0,0.0
1.0,46.0,-15.98921463809207,-374.77572588132296,6.0,1.0,0.0
1.0,47.0,-16.338163804758736,-391.1138896860817,6.0,1.0,0.0
1.0,48.0,-16.677966491152848,-407.79185617723454,7.0,1.0,0.0
1.0,49.0,-17.065480745576423,-424.857336922811,3.0,1.0,0.0
1.0,50.0,-17.35973917754695,-442.21707610035793,8.0,1.0,0.0
1.0,51.0,-17.75048259863719,-459.9675586989951,4.0,1.0,0.0
1.0,52.0,-18.12239203945488,-478.08995073845,1.0,1.0,0.0
1.0,53.0,-18.428797598637196,-496.5187483370872,4.0,1.0,0.0
1.0,54.0,-18.7620377850313,-515.2807861221185,5.0,1.0,0.0
1.0,55.0,-19.13592639251565,-534.4167125146341,2.0,1.0,0.0
1.0,56.0,-19.437560471425403,-553.8542729860595,6.0,1.0,0.0
1.0,57.0,-19.794406118364634,-573.6486791044242,5.0,1.0,0.0
1.0,58.0,-20.111853344213618,-593.7605324486378,8.0,1.0,0.0
1.0,59.0,-20.48294963809207,-614.24348208673,6.0,1.0,0.0
1.0,60.0,-20.871642095711277,-635.1151241824413,2.0,1.0,0.0
